brand,name,price,year,damage,last_seen
opel,Opel Corsa Vogue 1.4,650,1997,,2016-03-29 11:44:42
opel,Opel Astra 1 6  4 Tuerer Klima Alu Tuev neu,1500,2001,,2016-03-16 07:47:17
opel,Top gepflegter Opel Corsa,4300,2016,,2016-03-26 01:17:00
opel,opel movano tdi maxi,0,1999,,2016-03-22 22:47:07
opel,Opel Tigra 1.4i 16V Color Line Just,950,1999,,2016-04-03 05:48:19
opel,Opel Astra G Cabrio 1.8,2999,2003,,2016-03-15 22:16:00
opel,Opel Corsa B Eco  Swing,600,1997,ja,2016-03-29 20:46:03
opel,Opel Corsa B,400,1997,,2016-03-27 00:16:22
opel,OPEL CORSA B ECO SWING ,399,2017,,2016-03-31 20:40:33
opel,INSIGNIA OPC  2.0CDI,4800,2010,,2016-03-11 18:46:50
opel,Opel Astra GTC 1.4,5250,2008,,2016-04-05 18:46:07
opel,Opel Corsa B mit Servo & Einparkhilfe Hinten TÜV 12.2016 2000Bj,1050,2000,,2016-04-05 17:36:20
opel,!!!Suche!!!Omega B Facelift 2.5/3.0 Schalter,0,2000,,2016-04-06 06:17:05
opel,Tausche opel corsa gegen Roller,0,2000,,2016-03-25 14:37:34
opel,Opel Cascada 1.6 SIDI Turbo Automatik Innovation,21000,2013,,2016-03-19 14:42:00
opel,Tuev neu ahk! Auch tausch,850,1998,,2016-03-19 23:48:19
opel,Zafira 2009 1 9D Fahrbereit  Klima  Navi  7 Sitze  PL,5480,2009,,2016-04-06 06:46:10
opel,Opel Vivaro 2.0 CDTI L1H1  2. Hand  9 Sitzer,7990,2008,,2016-04-07 11:44:37
opel,Opel 2007,5750,2007,,2016-04-07 09:15:32
opel,Auto ist ganz gut ales ok,750,1998,,2016-04-04 07:15:41
opel,Corsa C 1 7CDTI Navi,1700,2006,,2016-03-17 13:52:51
opel,Opel Zafira 1.9 CDTI,6200,2006,,2016-04-06 19:46:20
opel,Opel Zafira B OPC Line Unfallschaden,2999,2006,ja,2016-04-07 02:16:39
opel,Opel Vivaro Life Westfalia,6490,2003,ja,2016-03-24 05:45:47
opel,Guenstiger Opel corsa 78000 km  und Klima !!,1100,1999,,2016-03-06 15:18:26
opel,Opel Astra Tuev 11/2016 75PS 1 6ccm,600,1996,,2016-03-31 23:47:35
opel,Opel corsa,950,1999,,2016-04-05 12:45:52
opel,Opel Astra 1.6 Selection Sportive sehr guter Zustand,1850,2001,,2016-03-19 21:16:34
opel,Opel Corsa 16V,990,1998,,2016-04-05 23:47:07
opel,OPEL ZAFIRA A 2.2 16V 2001,1000,2001,,2016-03-07 19:45:40
opel,Opel Corsa 1.2 16V Edition,3900,2006,,2016-04-07 03:17:50
opel,Opel Meriva 1.7 DTI Enjoy,2600,2004,,2016-03-20 19:43:49
opel,Opel Omega 3.2 V6 Executive Edition. TÜV NEU. Voll,2800,2003,,2016-04-04 12:50:15
opel,Opel Corsa 1.0 12V Eco,1200,2002,,2016-03-20 16:41:35
opel,Opel Astra G Coupé 2.2 Garagenfzg/Scheckheftgepflegt/TÜV,0,2001,,2016-03-17 22:29:52
opel,Opel Astra 1.6 Caravan  16V,850,1999,,2016-03-24 07:45:30
opel,Vivaro EZ: 8/15 300Nm AHK 2 0To. 9Sitzer Diesel  Garantie  gruene,23390,2015,,2016-04-05 12:23:01
opel,Opel astra G Klima ZV El Fensterheber  Servo 5 Tuering 1.6 16V,799,2000,,2016-04-07 10:45:32
opel,OPEL ZAFIRA A   Bjhr.: 2001   174000 KM   TÜV 02/2017,1799,2001,,2016-04-06 16:16:53
opel,Opel astra,1650,1998,,2016-03-12 16:44:15
opel,Opel Kadett D Kombi,0,1982,,2016-04-07 00:45:50
opel,Opel Diplomat B Bj. 1976 Restaurationsbasis m. Schiebedach,1600,1976,,2016-04-07 11:17:12
opel,Opel Corsa B,150,1994,ja,2016-04-07 00:45:02
opel,OPEL CORSA C UNFALLFAHRZEUG!!!,0,2001,,2016-04-02 05:47:36
opel,Opel Zafira 1.6 ecoFLEX,4000,2007,,2016-04-06 20:16:19
opel,Opel Astra 1.6 Caravan mit Klima und TÜV bis 01.2018,1200,2000,,2016-03-16 07:42:59
opel,Opel Corsa,750,1994,,2016-04-05 22:18:25
opel,Opel Astra GTC 1.4 Innovation,6999,2008,,2016-04-04 10:45:22
opel,Opel Astra 1.6 Comfort mit Klimanlage TÜV 02/18,1650,1999,,2016-04-06 06:15:19
opel,Opel Tigra Twin Top 1.4  Enjoy  + Winterreifen,4200,2005,,2016-04-01 21:15:38
opel,Opel Vectra B Sport/Zender 2.6 Caravan,4299,2001,,2016-04-05 13:47:05
opel,?Corsa C 1.2 zu verkaufen?,1450,2003,ja,2016-03-21 18:18:48
opel,Opel Vectra Ecotec Anhaengerkupplung,1449,1997,,2016-04-05 12:44:26
opel,Opel Corsa 1.2l,300,1997,,2016-04-07 01:45:26
opel,Opel Corsa 1.4 16V Satellite sehr gepflegt,5999,2011,,2016-04-07 03:17:03
opel,Opel Corsa,400,1994,,2016-03-29 15:39:29
opel,Opel Omega 2 2 DTI,1500,2016,,2016-03-12 15:18:12
opel,Opel Vectra 2.2 DTI,2900,2002,,2016-03-17 15:50:32
opel,Opel CORSA 1.0 12V STEURKETTE NEU MIT TÜV,999,2002,,2016-03-17 17:17:43
opel,Opel Corsa 16V Edition 100  AUTOMATIK  TÜV  SCHIEBEDACH  NEUE WIN,999,1999,,2016-04-02 04:45:07
opel,Opel Meriva 1.6 16V Enjoy,3150,2004,,2016-04-06 21:16:12
opel,Opel Omega B "CD" 2.0 16V,0,1994,,2016-04-05 19:48:08
opel,Opel Corsa B 1 4 16V 90PS Bastlerfahrzeug,250,1999,ja,2016-04-06 22:47:12
opel,Opel Insignia 2.0 CDTI Sports Tourer ecoflex Edition,11500,2010,,2016-04-06 03:44:47
opel,Verkaufe Astra 1 9 Cdti Caravan,6150,2007,,2016-03-25 09:18:22
opel,Opel vectra 1 6 Euro 3 D4 Kombi,900,2001,,2016-04-07 01:46:36
opel,Opel Astra,600,1993,,2016-03-09 10:15:26
opel,Calibra c20xe + 4x4 Karosserie rostfrei,1200,1991,ja,2016-03-22 17:44:47
opel,Opel Corsa 1.2 16V Color Edition TÜV + Inspektion NEU,6990,2010,,2016-04-05 21:16:53
opel,Opel Insignia 2.0 CDTI ST Autom. Sport  HU+Insp. neu,13999,2009,,2016-03-31 09:47:05
opel,Astra g Turbo coupe  200PS,3800,2003,,2016-04-01 00:46:41
opel,Opel  2002,1450,2002,ja,2016-03-28 23:16:06
opel,Opel Corsa 1.0 12V,2450,2006,,2016-04-05 08:39:13
opel,Opel Corsa gut Zustand zu verkaufen!!,599,1998,,2016-03-21 12:16:55
opel,Opel Vivaro,11700,2009,,2016-04-06 05:16:34
opel,Opel vectra GTS 2.2  16V,2300,2018,,2016-03-28 10:18:37
opel,Opel Astra 1.6 Comfort TÜV Neu / Top Zustand,1950,2000,,2016-03-17 03:46:17
opel,Opel Astra 1.6 Comfort,2800,1999,,2016-04-06 10:46:22
opel,Opel Corsa B,270,1996,,2016-03-16 12:51:30
opel,Opel Astra 1.6,990,1999,,2016-03-27 09:45:23
opel,Opel Astra 1.6 Sportive,1750,1999,,2016-04-05 17:45:07
opel,Opel Zafira 1.8,1650,1999,,2016-04-06 15:45:27
opel,Zafira A 1.6 Elegance  gruene Plakette  AHK  Klima  TÜV,1800,2002,,2016-03-18 04:16:31
opel,Bastler fahrzeug,300,1995,,2016-03-09 13:45:44
opel,Opel vectra,400,1996,,2016-04-03 16:46:51
opel,Opel Corsa B 1 4 l wenig Kilometer AHK Komplett oder Teileverkauf,0,1995,,2016-04-05 12:45:53
opel,Suche Tacho calibra v6,0,1995,,2016-04-05 20:17:42
opel,Opel Insignia 2.0 CDTI Sports Tourer ecoflex Cosmo,11500,2010,,2016-04-07 07:46:11
opel,Opel Zafira 1.6 CNG Selection BiF Klima AHK 1.Hand,6800,2009,,2016-04-06 17:15:28
opel,Opel Corsa Swing TÜV/AU NEU !!!! 02/2018,780,1997,,2016-03-07 18:19:32
opel,Corsa B Edition 100 an Bastler oder Export/Bilder folgen heute,0,1999,ja,2016-03-17 21:10:14
opel,Verkaufe Corsa B,100,1997,,2016-03-29 10:15:32
opel,Zafira A Opc,4800,2003,,2016-04-05 23:16:35
opel,Opel Zafira 1.6 Selection Executive,1450,2002,,2016-04-06 20:48:33
opel,Opel corsa,2000,2002,,2016-04-05 12:19:44
opel,Opel Corsa 1.0 12V Comfort|KD neu|TÜV 2016,1499,2000,,2016-04-03 15:40:28
opel,Opel Vectra,200,2000,,2016-04-06 07:46:46
opel,Opel Corsa Advantage,1500,1997,,2016-04-06 16:16:41
opel,Opel Astra Cabrio 2.2 16V beige leder. tuev neu,2899,2001,,2016-03-29 19:15:32
opel,Opel b,555,1997,ja,2016-03-07 21:48:08
opel,Opel Tigra Twin Top 1.8,3700,2005,,2016-04-07 13:16:39
opel,Opel Rekord,3750,1976,,2016-04-07 04:45:37
opel,Opel Opel Corsa B 1.4i 1997 Atlanta,900,1997,,2016-04-05 22:45:49
opel,Opel Corsa,620,1998,,2016-04-03 21:47:32
opel,Opel Omega B TÜV 11/2016,650,1997,,2016-03-10 06:17:41
opel,Opel ASTA f mit TÜV neu,950,1996,,2016-04-07 12:44:56
opel,Suche Opel Vivaro Diesel,7000,2007,,2016-04-04 03:47:30
opel,Opel Meriva 1.7 CDTI Edition TÜV NEU  Gepflegt Auto ,2999,2005,,2016-04-05 14:47:33
opel,Opel Agila 1.0 12 V,550,2001,,2016-04-06 03:15:56
opel,Opel Astra 1.4 Enjoy,4999,2004,,2016-04-06 02:45:36
opel,Opel Astra,300,2016,,2016-03-29 11:16:29
opel,Corsa B City 1.2 45 ps zuverkaufen,790,1997,,2016-04-06 06:15:51
opel,Opel Insignia 2.0 Turbo Sports Tourer 4x4 Sport,0,2009,,2016-04-07 01:15:36
opel,Opel zafira dizel,1800,2017,,2016-03-30 09:17:23
opel,OPEL Astra G Erdgas  CNG ,900,2005,,2016-03-30 20:38:40
opel,Opel Astra 1.6 Comfort Schiebedach,1699,1998,,2016-04-06 01:45:51
opel,Opel Astra 1.8 Caravan,5500,2006,,2016-04-06 17:17:12
opel,Opel Corsa B Sparsam Zuverlaessig,800,1999,,2016-04-04 21:15:45
opel,Opel Corsa C 1 0l 12V TÜV neu,3330,2006,,2016-04-07 13:18:10
opel,Astra G 4 tuerig Klima 1.6l 75ps,699,1999,,2016-03-14 05:56:44
opel,Opel Astra GTC 1.8 Innovation 110 Jahre 1.Hand,8499,2009,,2016-04-06 03:15:30
opel,Opel Frontera 3.2 Sport RS,3000,2002,,2016-03-23 10:54:50
opel,Opel Corsa D Edition Black & White 1.4,6700,2009,,2016-04-05 21:46:22
opel,Opel vectra c 1.9 cdti cosmo,2999,2005,,2016-04-07 03:15:28
opel,Opel Corsa B Winterauto/Bastler,300,1999,,2016-04-06 07:17:11
opel,Opel Astra F,400,1994,ja,2016-03-17 11:45:59
opel,Opel Corsa OPC Line,6400,2009,,2016-04-06 05:44:45
opel,Opel Astra 1.7 CDTI Diesel,4200,2004,,2016-04-06 07:44:19
opel,Opel Astra Coupe Bertone inkl. SOMMERREIFEN,2390,2003,,2016-04-01 01:15:20
opel,Opel Agila,750,2000,,2016-03-25 18:53:22
opel,Opel Astra GTC 1.4 Selection 110 Jahre,4900,2009,,2016-04-06 19:16:57
opel,Opel Astra 2.0,1300,1999,,2016-03-31 21:47:10
opel,Opel Insignia 2.8 Turbo 4x4 Aut. Voll Ausstattung,11499,2008,,2016-04-04 00:17:35
opel,Vectra C Caravan 1 8 Edition Facelift m AHK Inspektion neu sauber,4680,2005,,2016-04-06 18:19:19
opel,Opel Corsa 1.2 16V,2100,2006,,2016-03-19 14:24:49
opel,Opel Astra Twin Top 1.8 Cosmo,6999,2007,,2016-03-31 21:45:33
opel,Unfall Corsa B,180,1999,ja,2016-04-07 03:46:08
opel,Opel Corsa 4 Sommerreifen Super Zustand,170,2015,,2016-04-05 11:47:27
opel,Opel Corsa,3999,2007,,2016-04-05 11:45:19
opel,Opel Combo,1200,2009,,2016-04-06 09:06:17
opel,Opel Omega 2 l 16 v schwarz,400,1998,ja,2016-04-07 02:45:00
opel,Opel Astra G 1.6,850,1999,,2016-04-03 00:16:28
opel,OPEL ASTRA GSI 2.0 16 V Cabrio ALLES EINGETRAGEN,2000,1996,,2016-03-14 05:40:55
opel,Opel Astra G Caravan 1 6,820,1999,ja,2016-04-07 04:17:23
opel,Opel tigra 1 4 16v,499,2017,,2016-03-28 14:35:21
opel,Vectra a c20xe lpg 16v,0,1994,,2016-03-12 23:16:18
opel,Opel Astra G Coupé 2.2,1499,2002,,2016-04-07 04:36:24
opel,Tausche Opel Corsa A Youngtimer!,0,1991,,2016-04-06 04:16:52
opel,Opel Corsa 1.2 16V Innovation DEKRA geprueft,7500,2009,,2016-04-06 13:45:25
opel,Opel Insignia 1.6 Sports Tourer Selection,9490,2009,,2016-03-20 19:49:17
opel,Zum Herrichten oder Ausschlachten,250,2000,,2016-03-18 06:51:01
opel,Opel tigra 1.4l . Tuev 12.2016,400,2016,,2016-03-26 13:37:56
opel,Unfallwagen Opel Astra  Kombi Bj.93 Blechschaden vorne,150,1993,ja,2016-04-07 00:17:11
opel,Opel Corsa C 1 3 CDTI,1800,2006,,2016-03-31 20:37:03
opel,Opel Corsa C,950,2003,,2016-04-03 22:37:34
opel,Opel Corsa B Edition 2000 TÜV/AU neu,1700,2018,,2016-04-06 14:46:46
opel,Opel Corsa 1.3 CDTI DPF Color Edition,2990,2010,,2016-04-06 22:45:41
opel,Opel Zafira 1.8 Elegance,2200,2002,,2016-04-07 04:16:58
opel,Opel Vectra 1.8,650,2001,ja,2016-03-20 20:18:06
opel,Opel Vectra 2.0,849,1997,ja,2016-04-07 12:46:28
opel,Opel Vectra 3.0 V6 CDTI Caravan,3500,2007,,2016-03-27 03:44:51
opel,Opel Zafira 2.2 DTI Njoy,3300,2004,,2016-04-05 15:18:17
opel,0pel Astra,650,2016,,2016-03-17 09:46:59
opel,Opel Astra 1.4,3250,2007,,2016-04-02 00:44:49
opel,Opel Corsa B  *GSI*,1600,1996,,2016-04-06 16:15:29
opel,OPEL CORSA C,499,2003,ja,2016-03-31 12:50:19
opel,DieselEuro4GrunePlakette19Felgen NUR 4.499 EURO,0,2005,ja,2016-03-08 13:06:17
opel,Opel Astra 1.6 Easytronic,5555,2008,,2016-03-22 10:46:45
opel,Opel Corsa 1.4 16V,6300,2010,,2016-04-05 18:25:36
opel,Opel Vectra   15 Monate TÜV   erste Hand!,1400,1996,,2016-03-27 20:46:00
opel,Opel Astra 1.4 Scheckheftgepflegt / Garagenfahrzeug !,5999,2007,,2016-04-06 16:44:51
opel,Opel Omega 2.2 16 V Elegance,1800,2000,,2016-04-05 12:13:58
opel,Bastlerauto Opel Corsa C 1 0  973 ccm Drei Zylinder,550,2002,,2016-03-29 14:45:23
opel,Opel Tigra Twintop,0,2005,,2016-03-28 16:16:23
opel,TOP ZUSTAND EURO4 GRUNE PLAKETTE,0,2005,,2016-03-19 06:36:22
opel,Opel astra englaender,1000,2006,,2016-04-06 22:16:50
opel,Opel Astra F CC  Gebrauchtwagen Benzinmotor 75PS,200,1998,,2016-04-03 16:59:09
opel,Opel Astra 1.6 Caravan Edition,4600,2005,,2016-04-02 23:44:07
opel,Opel Vectra 1.6 Liter 74 kW,350,2000,ja,2016-03-27 21:45:13
opel,Opel Corsa 1.0 12V,1600,2003,,2016-04-05 14:18:08
opel,Opel Astra G Kombi  1.8  kW 85,1250,1999,,2016-04-01 01:46:56
opel,Opel Corsa B 1 4 16v  90 ps,500,1996,,2016-04-05 11:41:08
opel,Opel Corsa 1.2 16V Comfort,1550,2001,ja,2016-04-07 05:44:55
opel,Opel Astra F Cc ohne TÜV und Anmeldung fuer Bastler  Export,250,1997,ja,2016-03-31 14:18:22
opel,Opel Corsa B 1.0 l *4 Tuerer*HU 01/2017*,550,1998,,2016-03-28 03:46:58
opel,Corsa C Comfort,850,2001,,2016-04-06 11:45:34
opel,Opel Vectra  1 8 i,1850,1994,,2016-04-05 22:46:45
opel,Opel Omega B mit TÜV,499,2017,,2016-03-19 21:43:22
opel,Opel Corsa B,280,2000,,2016-03-22 12:45:16
opel,Opel Astra  1.6 benzin TÜV 07.2016,350,2016,,2016-03-11 11:39:57
opel,Verkaufen  opel corsa,170,1997,,2016-04-02 12:54:41
opel,Opel Zafira 1.9 CDTI Sport,5200,2005,ja,2016-04-05 20:46:50
opel,Opel Astra F Cabrio FESTPREIS!!!,250,2016,,2016-03-17 04:46:56
opel,Opel/Corsa,850,1998,,2016-04-04 07:51:04
opel,Opel Corsa B,370,1999,ja,2016-03-22 16:38:51
opel,Opel Astra 1.6,2450,2004,ja,2016-03-16 00:45:18
opel,Unfallfahrzeug  an Bastler ?,450,2001,ja,2016-03-30 17:54:49
opel,Opel Astra F Caravan,750,1997,,2016-04-07 12:44:43
opel,Opel Corsa 1.0 12V,700,2001,,2016-04-01 18:40:10
opel,Opel Omega B Caravan Kombi Zu Verkaufen,349,1998,,2016-03-31 21:45:24
opel,Opel Astra Caravan,2250,2006,ja,2016-03-12 01:44:28
opel,Opel Corsa Swing,700,1997,,2016-03-22 02:16:35
opel,Vectra A  GL  GLS   CD,1500,1995,,2016-04-06 13:17:48
opel,Opel insignia 2.0 diesel 160ps mit Unfall!!!,5400,2017,ja,2016-04-07 12:16:02
opel,Opel Vectra b i500,2000,1998,,2016-03-19 07:47:07
opel,Opel Vectra B,600,1998,ja,2016-04-07 03:15:27
opel,Opel vectra c Irmscher  no Opc voll voll Ausstattung  nur Tausch,6000,2016,,2016-04-01 16:47:18
opel,Opel Astra 1.6 Caravan Edition,4800,2005,,2016-04-06 17:44:30
opel,Opel Zafira 2.0 tdi mit gruene tiket,1500,1999,,2016-03-30 10:40:13
opel,Opel Zafira 1.9 CDTI Edition,7500,2008,,2016-04-07 01:47:00
opel,Opel Corsa 1 2,1300,2016,,2016-04-04 20:44:30
opel,OPEL CORSA GSI 1.8 125PS 8 Fach Bereift,1500,2003,,2016-03-15 19:11:35
opel,Opel Corsa B 1 2 16V Tuev bis 09.2016 Edition 100 guter zustand,750,2016,,2016-03-21 20:45:00
opel,Opel Kadett E  GSI Gkat  Cabrio,300,1990,,2016-03-11 15:46:35
opel,Opel corsa B,700,2017,,2016-03-24 17:18:53
opel,OPEL VECTRA,900,1998,,2016-04-05 21:17:15
opel,Opel Combo 1 7 DTI LKW mit 1 5 Jahre TÜV,2400,2017,,2016-03-27 21:17:19
opel,Opel Corsa 1.0 12V Eco,800,2001,ja,2016-04-02 15:43:06
opel,Opel Corsa B  Eco Swing ,600,2016,,2016-03-20 20:15:20
opel,Opel Corsa B 1 4l,550,1997,,2016-04-07 08:15:59
opel,opel astra opc,1300,2016,,2016-03-12 17:40:52
opel,Opel Astra 1.7 CDTI,2750,2004,,2016-03-20 16:42:54
opel,Opel Vektra 1.8,350,1996,,2016-04-05 18:44:42
opel,Opel Astra 1.7 CDTI DPF Cosmo,6800,2009,,2016-04-05 13:18:44
opel,Opel Vectra B Caravan 1 8 16v Irmscher,900,1997,,2016-04-05 07:22:33
opel,Opel Tigra Twin Top 1.8 Sport ++Vollausstattung++,4200,2005,,2016-03-26 13:40:54
opel,Opel Astra F Cabriolet  Bertone,1699,1999,,2016-03-17 15:45:22
opel,1.HAND  wenig Kilometer,1499,1998,,2016-04-06 18:18:38
opel,Opel Astra g,600,1998,ja,2016-03-17 12:38:32
opel,Opel Vectra 2.2,1600,2003,,2016-03-20 12:30:04
opel,Opel Corsa Swing,599,1996,ja,2016-03-23 16:53:03
opel,Opel Corsa Edition 2000 Cool Klima Servo ABS TÜV 03 2018,999,2000,,2016-04-07 10:15:38
opel,Opel Vectra Automatic,900,2000,,2016-04-04 17:46:23
opel,Opel Astra 1.4 Selection 110  Jahre erst 28.400km,6444,2009,,2016-03-17 18:44:32
opel,Astra gtc 1.9l Cdti Licht regensensor xenon Teileder,2500,2005,ja,2016-03-16 15:58:32
opel,Opel Astra 1.8,999,2000,,2016-03-21 16:46:47
opel,OPEL Tigra TwinTop 1.8 ++Sport+++Vollausstattung++,4200,2005,,2016-03-26 13:47:21
opel,Fahrbereit Tuev bis Maerz 2017 Opel Astra g 1.6 16 v,1300,1998,,2016-03-28 13:45:18
opel,Opel Tigra Twin Top 1.4  Enjoy ,3000,2004,,2016-04-07 07:16:08
opel,Opel Combo 1.7 D,680,2000,,2016-03-19 19:15:58
opel,Opel Corsa an Bastler abzugeben,150,1995,,2016-03-25 10:15:28
opel,Opel Signum 3.0 V6 CDTI Sport,2900,2004,,2016-03-24 21:44:20
opel,Opel Tigra Twin Top 1.4 Easytronic Sport,4990,2005,,2016-03-21 20:47:20
opel,Opel Mokka 1.6 CDTI 4x4 Full Options,25000,2015,,2016-04-06 13:44:20
opel,Opel omega b 16v 2 l,1180,2017,,2016-03-22 15:17:29
opel,Opel Astra 1.9 CDTI Caravan DPF Cosmo Mit Sitzheizung,2845,2008,,2016-04-06 07:17:31
opel,Opel Vectra 1.6,1600,1998,,2016-04-05 13:45:34
opel,OPEL VEKTRA KOMBI,600,1999,,2016-04-05 19:47:05
opel,Opel Astra G Kombi Silbergraumetallic Checkheft gepflegt,2200,2001,,2016-03-29 17:17:31
opel,Ich biete meine Tounning Tigra !,1700,2015,ja,2016-04-02 10:18:25
opel,Opel Corsa B 1.0 12V eco,1200,1999,,2016-03-15 01:44:52
opel,Opel Corsa D,3400,2007,,2016-03-27 22:44:27
opel,Opel Astra GTC Turbo Cosmo   TÜV + TURBOLADER neu  ,6199,2005,,2016-04-07 01:16:09
opel,Opel Astra Caravan Selection  nur 63000 km  sehr gut erhalten,2950,2002,,2016-04-07 09:44:55
opel,Opel Corsa 1.4 16V Color Edition,6250,2010,,2016-03-09 06:17:33
opel,Opel Corsa 1.2 16V  Euro 4   KmSt  116000,3350,2007,ja,2016-04-06 10:15:25
opel,Opel Zafira 2.2,2400,2001,,2016-04-06 08:46:14
opel,Astra H 1.8 LPG Vialle,6499,2004,,2016-04-05 00:47:11
opel,Opel Astra 2.0 Sport,800,2000,,2016-03-17 06:17:05
opel,Opel astra,1400,2002,ja,2016-03-19 16:19:14
opel,Opel Corsa C,1200,2003,,2016-03-26 16:44:51
opel,Verkehr super Anfaenger Auto,350,1993,,2016-03-12 12:45:04
opel,Opel Corsa D/ mit neuem TÜV,3550,2007,,2016-03-31 14:15:54
opel,Opel Astra 1.9 CDTI Caravan DPF Edition Plus  Extras,3450,2006,,2016-03-20 10:56:05
opel,Opel Combo 1.7CDTI Tour Maxi Lang Klimaanlage,1950,2004,,2016-03-24 08:50:40
opel,Opel Zafira A   2 0 OPC,2500,2003,,2016-03-19 19:39:12
opel,Opel Corsa B fahrbereit mit TÜV bis 2017,290,1995,,2016-04-06 12:44:55
opel,Opel Meriva 1.4 ecoflex Color Edition,9900,2012,,2016-04-05 14:44:54
opel,!!!!!!!!!!!!!!!! VERKAUFE OPEL CORSA B !!!!!!!!!!!!!!!,500,1998,,2016-04-07 08:16:17
opel,Opel Astra Caravan 16V,7000,1994,ja,2016-04-06 02:16:07
opel,Opel Corsa 1.6 Turbo OPC,9900,2010,,2016-03-25 19:16:16
opel,Opel Tigra Twin Top 1.4 Sport   Klima  Sitzheiz.  WR,4300,2005,,2016-04-06 15:44:45
opel,Opel Astra Season,750,1995,,2016-03-12 16:16:54
opel,Opel Agila  TÜV 3/2018  KEIN Rost  106 T km  4/5 Tueren,1499,2001,,2016-03-26 23:44:44
opel,Opel Vectra B,400,1996,,2016-03-24 13:47:01
opel,Opel Corsa  Typ S93 Bastlerauto,0,2000,,2016-04-06 10:16:21
opel,Tausche opel omega b 2.2 16v lpg gegen van lp,0,2002,ja,2016-04-06 20:44:57
opel,Hier Opel vectra 2. 2 direkt Motor laeuft top,2300,2004,ja,2016-03-31 04:17:59
opel,Opel Corsa B 1 4 Top gepflegt  TÜV+viele Teile neu,1000,1996,,2016-03-16 06:48:09
opel,Opel Corsa B,1900,1997,,2016-03-12 18:45:15
opel,Opel Vectra 1.9 CDTI Caravan // Top Zustand,4349,2006,,2016-03-27 14:45:49
opel,Opel Kadett e GL ZV TÜV bis 05.2017 Guter Zustand !,850,1988,,2016-03-31 09:45:57
opel,Opel Tigra Twin Top 1.8 Design Edition,5900,2007,,2016-04-03 20:18:16
opel,Vectra b 125 PS 1.8 16v,1300,2001,ja,2016-04-07 06:45:47
opel,Opel Tigra 1.4i 16V,998,1999,,2016-04-06 18:47:23
opel,Opel Vectra B Caravan 1 8l 125PS,210,2001,,2016-04-06 00:47:06
opel,Opel Astra 1.7 CDTI Caravan,2500,2006,ja,2016-04-05 15:44:38
opel,Opel Astra Twin Top 1.8 Cosmo,5800,2007,,2016-04-05 12:44:28
opel,Opel Corsa  Getriebeschaden ,550,2004,,2016-04-03 17:49:41
opel,Opel Vectra B Caravan 1.8 Klima  AHK  TÜV NEU,999,1999,,2016-03-29 15:18:30
opel,Opel Astra J 1.6 Klima  Sitzheizung  Tempomat,8800,2010,,2016-04-05 22:45:53
opel,Opel Astra 1.6Si Showcar zum fertigstellen,4000,1995,,2016-04-07 05:17:15
opel,Opel Corsa Viva,500,1996,,2016-04-07 13:17:22
opel,Vectra C 2 2 Automatik,2450,2004,,2016-03-26 16:15:16
opel,Opel Vectra 1.8 Super Zustand,3200,2002,,2016-03-20 16:18:32
opel,Opel Corsa 1.4 Color Race 1.HAND SCHECKHEFTGEPFLEGT,6900,2010,,2016-04-07 09:16:22
opel,Opel Astra F CC,449,1997,ja,2016-04-06 20:45:32
opel,Opel GT  Motor+Turbo 14.000km  320PS/460NM,14700,2008,,2016-04-06 07:16:50
opel,Opel Zafira 1.6 Edition,5290,2006,,2016-04-05 12:21:27
opel,Opel corsa c rieger Tuning tuev sep2017 Top Tausch Moeglich!,1650,2001,,2016-03-12 18:43:59
opel,Auto Opel Astra 1 6 16V,900,1997,,2016-03-10 16:17:46
opel,Opel Astra g 2.2 16v,650,1999,,2016-04-06 03:15:18
opel,Opel Astra,700,1994,,2016-03-20 04:45:01
opel,Opel Tiga Twintop,2950,2004,,2016-03-25 01:46:18
opel,Opel astra g 1.8 16v,1000,2017,,2016-03-17 07:40:57
opel,Opel Corsa B 1.0 54 PS NUR 140TKM Baujahr 28.09.1998,290,1998,,2016-04-06 10:17:38
opel,Opel Astra Caravan 16V,1199,1998,,2016-03-09 11:17:54
opel,Opel Corsa 1.0,2200,2002,,2016-04-07 09:44:38
opel,Opel Astra Sport top gepflegt,2499,2003,,2016-04-07 00:44:22
opel,Opel Corsa 1.2 EcoTec 65 PS,650,1998,,2016-04-05 12:47:28
opel,Astra 1.6,990,2017,,2016-04-04 13:15:35
opel,Opel Corsa 1.0  490 E,490,1999,ja,2016-04-05 12:20:43
opel,Opel Combo 1.3 CDTI,3550,2007,,2016-03-19 13:48:15
opel,Opel Zafira 2.0 DTI Elegance,1300,2003,ja,2016-04-06 05:16:51
opel,Opel Corsa D mit neuem TÜV,3500,2017,,2016-04-02 08:53:21
opel,Opel Corsa D Color Edition,7500,2010,,2016-03-09 02:17:03
opel,Opel Corsa B Bj. 1996 / TÜV 7/16 / voll fahrbereit,120,1996,,2016-04-03 04:49:15
opel,Opel Corsa Joy,700,1995,,2016-03-17 00:18:00
opel,Opel Mokka 1.4 Turbo ecoFLEX Start/Stop Innovation,23333,2014,,2016-04-05 23:17:56
opel,Opel astra 1.8 GTC,4300,2017,,2016-03-12 13:16:23
opel,Opel Adam Slam 1.4 TOP ZUSTAND,12499,2014,,2016-04-05 18:47:08
opel,Opel Astra G Caravan TÜV 02/2017,1550,2017,,2016-03-25 02:19:29
